time_of_day,is_walking,is_gps_moving,movement_speed_kmh,playback_duration_minutes,is_repeated_playback,current_signal,is_weak_signal,sig_hist_t_1,sig_hist_t_2,sig_hist_t_3,sig_hist_t_4,sig_hist_t_5,disconnect_probability,label_will_disconnect
5,0,0,0.0,11.74219418008208,0,2,0,1,1,0,0,0,0.42745898975698093,0
18,0,0,0.0,43.262831414003614,0,2,0,2,1,1,0,0,0.39260017116363854,0
3,0,0,0.0,29.670723637015477,0,2,0,2,2,1,1,0,0.33134551469757445,0
0,0,0,0.0,10.674647842236114,0,2,0,2,2,2,1,1,0.39571887064947836,0
7,0,0,0.0,0.5,0,2,0,2,2,2,2,1,0.426634557432909,0
22,1,1,2.9074006063559312,1.0627584553585696,0,2,0,2,2,2,2,2,0.5514807826700379,0
6,1,1,4.8556218548604475,29.5293372336998,0,2,0,2,2,2,2,2,0.5544949775524456,0
2,0,0,0.0,5.003377842585565,1,2,0,2,2,2,2,2,0.31359122406604256,0
9,0,0,0.0,5.742873108092049,1,2,0,2,2,2,2,2,0.3305206406052803,0
9,0,0,0.0,2.258462269941697,0,2,0,2,2,2,2,2,0.3073211802704937,0
18,1,1,6.80968365606423,3.786913575238694,0,2,0,2,2,2,2,2,0.5629258087151668,0
13,0,1,25.0,4.259099612940594,1,3,0,2,2,2,2,2,0.34255154097085644,0
1,0,0,0.0,7.967809473961412,0,3,0,3,2,2,2,2,0.29905484983257546,0
0,0,0,0.0,14.638442072037117,0,3,0,3,3,2,2,2,0.19926415303012987,0
22,0,0,0.0,6.534753836785315,0,3,0,3,3,3,2,2,0.24144833833606583,0
22,0,0,0.0,8.963826391646371,0,4,0,3,3,3,3,2,0.2162729173020127,0
17,1,1,3.865246508638238,3.011562284296069,1,4,0,4,3,3,3,3,0.36342438898965274,0
6,0,0,0.0,0.8706303493735599,0,4,0,4,4,3,3,3,0.05071278291577756,0
7,0,0,0.0,6.421191914978907,0,4,0,4,4,4,3,3,0.1472955223785033,0
0,0,0,0.0,0.9679412379472268,0,4,0,4,4,4,4,3,0.05780151747299316,0
22,0,0,0.0,5.344128310711023,0,4,0,4,4,4,4,4,0.04089452944235544,0
2,0,0,0.0,27.265280862328186,0,4,0,4,4,4,4,4,0.06022324022754916,0
23,0,0,0.0,6.857634155401844,0,3,0,4,4,4,4,4,0.15401415288927717,0
22,1,1,4.909258353377487,3.221340480820801,0,3,0,3,4,4,4,4,0.25577054807995053,0
7,0,0,0.0,34.852158847687946,0,3,0,3,3,4,4,4,0.15093255433526187,0
21,0,0,0.0,15.297682447505723,0,2,0,3,3,3,4,4,0.2437588624622274,0
14,0,0,0.0,66.6608305946701,0,3,0,2,3,3,3,4,0.19696682764866189,0
4,0,0,0.0,5.355512686513738,0,3,0,3,2,3,3,3,0.1683319901257423,0
2,0,0,0.0,3.354074999461354,0,2,0,3,3,2,3,3,0.2968527739969976,0
18,1,1,4.7441397708661786,5.3060521770699065,1,1,1,2,3,3,2,3,0.7436053707735951,1
0,0,0,0.0,25.109035254470527,0,1,1,1,2,3,3,2,0.44093904676712253,0
14,0,0,0.0,2.4647822659185894,0,0,1,1,1,2,3,3,0.5681960874391074,0
7,1,1,4.2036879934785265,4.1378501455380485,1,1,1,0,1,1,2,3,0.8424677401992426,1
1,0,0,0.0,18.141463035637248,0,1,1,1,0,1,1,2,0.4215441586606613,0
2,0,0,0.0,20.091186325532504,0,1,1,1,1,0,1,1,0.48095154972012805,0
23,0,0,0.0,47.85481355495856,0,1,1,1,1,1,0,1,0.4939893325343686,0
13,0,0,0.0,58.794536260424515,0,1,1,1,1,1,1,0,0.5434433985066479,0
23,0,0,0.0,16.338744190212864,0,1,1,1,1,1,1,1,0.475676591105149,0
13,1,1,2.65802854335099,6.759948888634972,0,2,0,1,1,1,1,1,0.5370618616700854,0
10,0,0,0.0,9.049985630281753,0,2,0,2,1,1,1,1,0.31556597533056857,0
15,0,0,0.0,8.67767535379635,1,2,0,2,2,1,1,1,0.4335850391099147,0
3,1,1,4.539879265646785,7.350107023593366,0,2,0,2,2,2,1,1,0.5498645454717038,0
19,1,1,3.6568948992679537,6.192903346700783,0,3,0,2,2,2,2,1,0.39455674233460536,0
4,0,0,0.0,2.757045697967749,0,3,0,3,2,2,2,2,0.31182516231805835,0
21,1,1,3.7171622708206318,6.839358056191681,1,4,0,3,3,2,2,2,0.34333120958307106,0
20,0,0,0.0,52.218096834302784,0,4,0,4,3,3,2,2,0.1583913383202604,0
13,0,0,0.0,32.07594711505896,0,4,0,4,4,3,3,2,0.016278124527746962,0
22,1,1,2.635697017038032,14.40860236495744,0,4,0,4,4,4,3,3,0.25400504299439597,0
15,0,0,0.0,3.2128682865106684,0,4,0,4,4,4,4,3,0.012094778871049996,0
17,0,0,0.0,31.63796761336577,0,3,0,4,4,4,4,4,0.15118257364132973,0
6,0,0,0.0,5.60657538057916,0,3,0,3,4,4,4,4,0.0900375403914465,0
9,1,1,3.8584955835248005,11.835453592031662,0,4,0,3,3,4,4,4,0.23668096017213341,0
6,0,0,0.0,36.421338333813765,0,4,0,4,3,3,4,4,0.06279381415607364,0
0,0,0,0.0,6.112535103198461,0,4,0,4,4,3,3,4,0.10353469375876856,0
22,1,1,3.939614345289954,36.68691613549696,0,3,0,4,4,4,3,3,0.3179384384911474,0
20,0,0,0.0,4.020708710235795,0,3,0,3,4,4,4,3,0.16165659233949028,0
18,1,1,4.9025920013748285,39.613537267363014,0,3,0,3,3,4,4,4,0.31384647288768724,0
15,1,1,5.05427964203874,6.663061110382033,1,2,0,3,3,3,4,4,0.4525166982338057,0
18,0,0,0.0,7.040486502467033,1,1,1,2,3,3,3,4,0.39351356020069383,0
3,0,0,0.0,12.078216094921359,1,1,1,1,2,3,3,3,0.49293963906116656,0
17,0,0,0.0,6.393280366497563,0,1,1,1,1,2,3,3,0.4221529833955517,0
1,0,0,0.0,8.967075344144954,0,1,1,1,1,1,2,3,0.5299916560481959,0
0,0,0,0.0,10.436979643031567,1,0,1,1,1,1,1,2,0.5649428909414772,0
14,0,0,0.0,10.130185035354854,0,0,1,0,1,1,1,1,0.6808829687349517,1
4,0,0,0.0,48.70506191494199,0,0,1,0,0,1,1,1,0.6805294370197068,1
19,0,0,0.0,4.964866790205382,0,0,1,0,0,0,1,1,0.6786464237480693,1
10,0,0,0.0,5.023273632944634,1,0,1,0,0,0,0,1,0.6105872927541098,0
9,0,0,0.0,27.29513497537759,0,0,1,0,0,0,0,0,0.6567764588606142,1
1,0,0,0.0,7.463924094557787,0,0,1,0,0,0,0,0,0.7129500480708295,1
2,0,0,0.0,1.1402160714166223,0,0,1,0,0,0,0,0,0.6197595557042702,0
22,1,1,5.444487581847364,9.84511317020061,0,0,1,0,0,0,0,0,0.9882043366172533,1
22,0,0,0.0,11.985247866283025,0,0,1,0,0,0,0,0,0.6790614131332151,1
11,0,0,0.0,14.422959512264034,0,1,1,0,0,0,0,0,0.5300566348044178,0
19,0,0,0.0,4.020020391495987,0,1,1,1,0,0,0,0,0.49785870545385363,0
4,0,0,0.0,54.32360581569534,0,2,0,1,1,0,0,0,0.3810954473101402,0
4,0,0,0.0,20.03506085023292,0,2,0,2,1,1,0,0,0.489544396108161,0
5,0,0,0.0,19.102024492522037,0,2,0,2,2,1,1,0,0.4540571272239132,0
8,0,0,0.0,30.938467118561363,0,2,0,2,2,2,1,1,0.42047313714346646,0
1,0,0,0.0,0.5,0,2,0,2,2,2,2,1,0.42589239475597784,0
20,0,0,0.0,14.245472545568076,0,2,0,2,2,2,2,2,0.3769298065974954,0
11,0,0,0.0,25.54279332287236,1,2,0,2,2,2,2,2,0.33047984216442416,0
2,0,0,0.0,0.5246762888849874,0,2,0,2,2,2,2,2,0.33665356709413613,0
19,1,1,3.4113651941503718,21.16776631865015,0,2,0,2,2,2,2,2,0.46940534418200947,0
21,0,0,0.0,68.63016663846986,0,1,1,2,2,2,2,2,0.4896828472575028,0
11,0,0,0.0,13.499262483341518,0,1,1,1,2,2,2,2,0.42378098709598405,0
23,0,0,0.0,8.292756106883179,0,2,0,1,1,2,2,2,0.3680914165714905,0
16,0,0,0.0,9.066289204139652,0,2,0,2,1,1,2,2,0.37916394020342764,0
9,1,1,4.074124626568231,17.067195372068888,0,1,1,2,2,1,1,2,0.793602247596518,1
23,0,0,0.0,12.658007929476563,0,1,1,1,2,2,1,1,0.5238902179514355,0
13,1,1,4.4377830978644,23.237158051177936,0,1,1,1,1,2,2,1,0.8758889722000156,1
22,0,0,0.0,8.213318273327516,0,1,1,1,1,1,2,2,0.4812049987395724,0
16,0,0,0.0,8.101876663785067,1,1,1,1,1,1,1,2,0.5310559287127485,0
17,1,1,4.288385788382723,20.55427062534102,0,0,1,1,1,1,1,1,0.9277363037929451,1
18,1,1,2.6341711209158767,15.556494054347345,0,0,1,0,1,1,1,1,0.926735942008345,1
16,0,0,0.0,22.582793774566838,0,0,1,0,0,1,1,1,0.6391956805189717,0
13,0,0,0.0,32.727260992855385,0,0,1,0,0,0,1,1,0.7382903204981701,1
8,0,0,0.0,4.585773141627252,0,0,1,0,0,0,0,1,0.7126936837803739,1
7,1,1,3.029873757148013,5.675832133495332,0,0,1,0,0,0,0,0,0.9868518042572291,1
1,0,0,0.0,11.228336334198199,0,0,1,0,0,0,0,0,0.6427556297027904,0
12,0,0,0.0,39.98624232090457,0,0,1,0,0,0,0,0,0.6311126752932945,0
6,0,0,0.0,26.99880113198427,1,0,1,0,0,0,0,0,0.6406365633746435,0
8,1,1,4.5910439706986015,9.479249384387781,0,0,1,0,0,0,0,0,1.0,1
21,1,1,4.938409385539261,12.768745953030919,1,0,1,0,0,0,0,0,0.9755864790109167,1
21,1,1,2.6051407474952395,18.688082957928078,0,0,1,0,0,0,0,0,0.9532855764373079,1
10,0,0,0.0,11.093524979488313,1,0,1,0,0,0,0,0,0.6611001757042099,1
13,0,0,0.0,1.554575340212803,0,0,1,0,0,0,0,0,0.6460158866805216,0
3,0,0,0.0,6.525033707571462,0,0,1,0,0,0,0,0,0.6398341105156875,0
12,1,1,4.322383792226649,0.7317457761951802,0,0,1,0,0,0,0,0,1.0,1
1,0,0,0.0,16.62382044922652,1,0,1,0,0,0,0,0,0.6260693598945761,0
22,0,0,0.0,6.167505143347811,0,0,1,0,0,0,0,0,0.5884733112659734,0
4,0,0,0.0,20.111940925621784,0,0,1,0,0,0,0,0,0.6593468446006703,1
10,1,1,5.11371049292461,8.424158450757538,0,0,1,0,0,0,0,0,0.9429421808773791,1
5,0,0,0.0,0.6999026680924841,0,0,1,0,0,0,0,0,0.6404755596731698,0
17,0,1,25.0,7.161250443852494,0,0,1,0,0,0,0,0,0.9788431912161106,1
20,0,0,0.0,3.7018367414778677,0,1,1,0,0,0,0,0,0.586257893472549,0
9,0,0,0.0,3.617527004107074,0,1,1,1,0,0,0,0,0.5383733749442569,0
3,0,0,0.0,7.112821640965034,0,1,1,1,1,0,0,0,0.4981712798693319,0
8,1,1,4.374054834116736,57.47484317596035,0,1,1,1,1,1,0,0,0.8266542414850352,1
5,0,0,0.0,48.30913066751365,0,0,1,1,1,1,1,0,0.7899939051430818,1
1,0,0,0.0,24.402899132080126,0,0,1,0,1,1,1,1,0.7002459831901234,1
16,0,0,0.0,4.224848938105795,0,0,1,0,0,1,1,1,0.6108511445524327,0
4,0,0,0.0,21.65434665247436,0,1,1,0,0,0,1,1,0.5495076484556335,0
5,0,0,0.0,0.5,0,2,0,1,0,0,0,1,0.3036410536267023,0
11,0,0,0.0,0.8699841685261409,0,2,0,2,1,0,0,0,0.4027401582300293,0
22,0,0,0.0,27.09391052459829,0,2,0,2,2,1,0,0,0.44018615800452726,0
20,0,0,0.0,12.459837705831747,0,1,1,2,2,2,1,0,0.4654956215545792,0
9,1,1,4.847345722619643,7.00949352845182,0,2,0,1,2,2,2,1,0.5500297802433504,0
21,0,0,0.0,20.23257189460978,0,2,0,2,1,2,2,2,0.3629248813677104,0
20,0,1,25.0,1.821721507652536,0,2,0,2,2,1,2,2,0.5304297728511931,0
5,0,0,0.0,5.067513141373501,0,2,0,2,2,2,1,2,0.274115279371481,0
7,1,1,5.400390233259206,19.507727066335956,1,2,0,2,2,2,2,1,0.49880395636622293,0
1,0,0,0.0,3.482174572191947,0,1,1,2,2,2,2,2,0.47169936600569184,0
11,1,1,4.785023518649677,13.76847901501012,1,1,1,1,2,2,2,2,0.7447398251252334,1
12,0,0,0.0,8.903960478460537,0,2,0,1,1,2,2,2,0.43112031602318324,0
20,1,1,3.881542473148288,3.391540581724566,0,1,1,2,1,1,2,2,0.7779623353391778,1
6,0,0,0.0,32.89018966486382,0,1,1,1,2,1,1,2,0.39094186243969115,0
9,0,0,0.0,8.57795575878983,0,2,0,1,1,2,1,1,0.36792346185464925,0
12,0,0,0.0,13.700923019355864,1,2,0,2,1,1,2,1,0.44866258589615715,0
16,0,0,0.0,4.376107157406,1,3,0,2,2,1,1,2,0.19157753261670918,0
20,1,1,5.193595408129958,6.3881925552548875,1,2,0,3,2,2,1,1,0.5495272020304737,0
13,0,0,0.0,0.7533633362018496,0,2,0,2,3,2,2,1,0.36982168336286786,0
1,1,1,3.985401457068421,9.901905904298525,0,2,0,2,2,3,2,2,0.5017503370705578,0
21,0,0,0.0,6.343276037344221,0,3,0,2,2,2,3,2,0.22227745530228993,0
10,0,0,0.0,5.9938210259070015,0,3,0,3,2,2,2,3,0.22580054139278105,0
0,0,0,0.0,33.101392625841896,0,3,0,3,3,2,2,2,0.22109402516962007,0
18,0,0,0.0,18.254345822522414,1,3,0,3,3,3,2,2,0.25760305347110957,0
20,1,1,3.9800305084704934,9.167689488290577,0,3,0,3,3,3,3,2,0.3835383519348994,0
3,0,0,0.0,3.2602406862006643,0,3,0,3,3,3,3,3,0.27045071307010005,0
18,1,1,3.6634150061288544,54.31909965080345,0,2,0,3,3,3,3,3,0.476699421184574,0
20,1,1,5.920637127779884,1.1656175068572256,0,2,0,2,3,3,3,3,0.49712688120180937,0
10,0,0,0.0,2.1945786542675942,0,2,0,2,2,3,3,3,0.3633417528251815,0
7,0,0,0.0,4.727269599195535,0,2,0,2,2,2,3,3,0.2573525095571201,0
10,1,1,4.842808172353285,46.359995118905815,0,3,0,2,2,2,2,3,0.40691852350822283,0
3,0,1,25.0,4.904289592899219,0,2,0,3,2,2,2,2,0.44760144100914984,0
16,0,0,0.0,10.142177717026357,0,2,0,2,3,2,2,2,0.3014562496993448,0
6,0,0,0.0,21.479718115543793,0,2,0,2,2,3,2,2,0.32788287637368413,0
7,0,0,0.0,39.715400778796585,1,3,0,2,2,2,3,2,0.3367168245976969,0
2,0,0,0.0,13.936461174229498,1,3,0,3,2,2,2,3,0.1864135819303359,0
21,0,0,0.0,7.274381190324652,0,3,0,3,3,2,2,2,0.20847086200185755,0
1,1,1,5.524405899268393,63.5130504517882,0,3,0,3,3,3,2,2,0.5045337126818378,0
22,0,0,0.0,0.5,0,4,0,3,3,3,3,2,0.12179946870909936,0
14,0,0,0.0,26.772338757414182,1,4,0,4,3,3,3,3,0.15386972626711937,0
23,0,0,0.0,4.874110918074306,0,4,0,4,4,3,3,3,0.12462589774782967,0
21,0,1,25.0,25.511116510030302,0,3,0,4,4,4,3,3,0.2885345410294329,0
21,0,0,0.0,2.654045056107056,0,3,0,3,4,4,4,3,0.21931350856695642,0
4,0,0,0.0,6.388501654771872,0,4,0,3,3,4,4,4,0.10852469447754044,0
23,0,0,0.0,0.8639810881632967,0,4,0,4,3,3,4,4,0.15346451358415902,0
0,0,0,0.0,3.3400722429227034,0,4,0,4,4,3,3,4,0.06015163938806653,0
3,0,0,0.0,13.84944079363672,0,3,0,4,4,4,3,3,0.12839099172105314,0
14,0,0,0.0,21.50091886068284,0,3,0,3,4,4,4,3,0.18955720445620539,0
19,0,0,0.0,36.325056177963596,1,3,0,3,3,4,4,4,0.17720783238785404,0
18,1,1,5.094436342422841,1.9121413612499463,0,3,0,3,3,3,4,4,0.31659658829491627,0
2,0,0,0.0,2.2723382849954272,0,3,0,3,3,3,3,4,0.2254886097926223,0
19,0,0,0.0,41.89813020673996,0,4,0,3,3,3,3,3,0.12636916023566508,0
10,1,1,5.4559468750943605,21.784888139942943,0,4,0,4,3,3,3,3,0.25251413869418365,0
16,0,0,0.0,11.639829336063263,0,4,0,4,4,3,3,3,0.11022384367489521,0
12,1,1,4.226524671971853,9.714738308922183,0,4,0,4,4,4,3,3,0.251495123237099,0
10,0,0,0.0,2.5745690221590123,0,4,0,4,4,4,4,3,0.04310497392439906,0
1,0,0,0.0,7.153643427181354,0,4,0,4,4,4,4,4,0.08157290186765882,0
8,0,0,0.0,6.9926788143680065,0,4,0,4,4,4,4,4,0.044813268760194064,0
1,0,0,0.0,15.676634228439738,0,4,0,4,4,4,4,4,0.07740636956559528,0
20,1,1,5.247474212032142,13.703353019079499,0,4,0,4,4,4,4,4,0.29297348551725216,0
8,1,1,4.166490170791621,0.9235205389323474,0,4,0,4,4,4,4,4,0.18220829437835317,0
8,0,0,0.0,28.305578554854346,0,4,0,4,4,4,4,4,0.09587475167638394,0
7,1,1,4.269278458726783,41.60029042449517,0,4,0,4,4,4,4,4,0.22105950410638317,0
16,0,0,0.0,22.726130560389638,0,4,0,4,4,4,4,4,0.0463384154434363,0
0,0,0,0.0,2.9472391288486794,0,3,0,4,4,4,4,4,0.20150801420734063,0
10,0,0,0.0,2.8341816248241116,0,2,0,3,4,4,4,4,0.28123033203246833,0
7,0,0,0.0,19.42554927438247,0,1,1,2,3,4,4,4,0.3383510875481017,0
9,0,1,25.0,8.72053516277371,0,2,0,1,2,3,4,4,0.45720772174719326,0
6,0,0,0.0,22.6305815864717,0,1,1,2,1,2,3,4,0.44270684998321375,0
2,0,0,0.0,1.1771928837863184,0,1,1,1,2,1,2,3,0.48055204003852026,0
2,0,0,0.0,18.90478741251878,0,1,1,1,1,2,1,2,0.4749206882446478,0
17,0,0,0.0,8.277213361257884,0,1,1,1,1,1,2,1,0.47807668067087555,0
4,0,1,25.0,0.5,0,0,1,1,1,1,1,2,0.8528509181283457,1
11,1,1,3.922019047195761,11.81707614994981,0,0,1,0,1,1,1,1,0.8271027837133931,1
11,1,1,5.537731899340562,18.011461888582126,0,0,1,0,0,1,1,1,0.9870981816525953,1
18,0,0,0.0,11.269258975447446,0,0,1,0,0,0,1,1,0.6031878030826833,0
5,0,0,0.0,1.9666709950900492,0,0,1,0,0,0,0,1,0.624654531908812,0
1,0,0,0.0,25.384886011603204,0,0,1,0,0,0,0,0,0.6490814349610508,0
11,0,0,0.0,5.720769448275666,0,0,1,0,0,0,0,0,0.7217580625005495,1
18,0,0,0.0,38.162183326008936,0,0,1,0,0,0,0,0,0.5647255699010031,0
4,0,0,0.0,35.607262539319684,0,0,1,0,0,0,0,0,0.6149818515730712,0
11,0,0,0.0,3.353950663444747,0,0,1,0,0,0,0,0,0.6638155851368764,1
16,0,0,0.0,9.704417014769128,0,0,1,0,0,0,0,0,0.5097244094030703,0
16,0,0,0.0,2.216463418788186,0,0,1,0,0,0,0,0,0.6445654324010714,0
9,0,0,0.0,16.986274424859086,0,0,1,0,0,0,0,0,0.6284908170848783,0
22,1,1,4.341097890387992,28.64972970538762,0,0,1,0,0,0,0,0,0.9499109348936772,1
16,0,0,0.0,15.677777408110032,0,1,1,0,0,0,0,0,0.5464494903096421,0
14,1,1,5.0581028131410655,4.526204795739048,1,1,1,1,0,0,0,0,0.8847108301137941,1
11,0,1,25.0,1.1907584739067287,1,2,0,1,1,0,0,0,0.4958910682189371,0
15,0,0,0.0,1.0766373312996622,0,1,1,2,1,1,0,0,0.5382260354087911,0
23,0,0,0.0,14.159866055598647,0,2,0,1,2,1,1,0,0.38482737150438895,0
18,0,1,25.0,45.969356887628926,0,1,1,2,1,2,1,1,0.8247568834425947,1
7,0,0,0.0,17.825339651233126,0,1,1,1,2,1,2,1,0.5264390025019414,0
20,0,0,0.0,19.674827262469456,0,1,1,1,1,2,1,2,0.46989764663071726,0
16,0,0,0.0,5.991507544903729,0,0,1,1,1,1,2,1,0.6344486771931187,0
22,1,1,4.8833664695487204,13.22973661020517,0,0,1,0,1,1,1,2,0.8622496857208579,1
4,1,1,1.3460099445682956,5.710123789862185,0,0,1,0,0,1,1,1,0.8697344235854123,1
21,0,0,0.0,34.79074289065807,0,0,1,0,0,0,1,1,0.6999258252957657,1
15,1,1,4.1865862488228744,2.1323382676345317,0,0,1,0,0,0,0,1,0.9387336067985078,1
5,0,0,0.0,14.996083691932533,0,1,1,0,0,0,0,0,0.5980987664471883,0
7,0,0,0.0,19.68700869788636,0,0,1,1,0,0,0,0,0.6236176655279912,0
17,0,0,0.0,17.98428670348395,0,0,1,0,1,0,0,0,0.6699255406057684,1
11,0,0,0.0,4.46228294918954,0,0,1,0,0,1,0,0,0.6170427361283286,0
14,0,0,0.0,9.983906308921332,0,0,1,0,0,0,1,0,0.5762817960201797,0
8,1,1,2.9775107650884367,16.33053078017527,0,0,1,0,0,0,0,1,0.9937790029410417,1
12,0,0,0.0,40.09237415035799,0,1,1,0,0,0,0,0,0.6224761411320877,0
14,0,0,0.0,10.387010735931948,0,2,0,1,0,0,0,0,0.3629234968204284,0
9,1,1,3.3749264447587626,5.361031440080408,0,2,0,2,1,0,0,0,0.5953876649938192,0
15,0,0,0.0,7.329137058735223,1,2,0,2,2,1,0,0,0.3921689936123071,0
6,0,0,0.0,11.69100541370006,0,3,0,2,2,2,1,0,0.32435925968507145,0
16,0,0,0.0,56.17146851615509,0,4,0,3,2,2,2,1,0.17565674909266632,0
22,0,0,0.0,14.84629856878065,0,4,0,4,3,2,2,2,0.133683600279538,0
20,0,0,0.0,2.521596972970992,0,4,0,4,4,3,2,2,0.03380039436971134,0
21,0,1,25.0,27.786414817375057,0,3,0,4,4,4,3,2,0.3348153179014354,0
6,0,0,0.0,3.0032605896672178,0,2,0,3,4,4,4,3,0.25855712372033957,0
13,1,1,3.434579474715468,0.5927520585702464,0,1,1,2,3,4,4,4,0.6600491987443533,1
14,1,1,4.450053778654187,1.5839073782540067,0,1,1,1,2,3,4,4,0.7492884122188419,1
20,0,0,0.0,23.135226504454664,0,1,1,1,1,2,3,4,0.42381778761898703,0
6,0,0,0.0,34.82585739922906,0,1,1,1,1,1,2,3,0.5264076794611613,0
8,0,0,0.0,4.68378708594343,0,2,0,1,1,1,1,2,0.3854964640709129,0
18,1,1,4.472755954656962,10.340607751174476,1,2,0,2,1,1,1,1,0.6016798632139642,0
15,0,0,0.0,13.640583891259158,0,2,0,2,2,1,1,1,0.4266472531435752,0
7,0,0,0.0,8.137077260259362,0,2,0,2,2,2,1,1,0.39129409459408515,0
17,1,1,6.062473495400838,1.0133303064825685,0,1,1,2,2,2,2,1,0.7065956533598852,1
22,1,1,3.332474871094192,0.8748121870525915,0,2,0,1,2,2,2,2,0.5090804450972226,0
17,0,0,0.0,8.706638314957747,0,2,0,2,1,2,2,2,0.3014209188692341,0
19,0,0,0.0,23.982489056667525,1,2,0,2,2,1,2,2,0.29309835030054227,0
6,0,0,0.0,1.3263995318388904,0,2,0,2,2,2,1,2,0.21956189290192116,0
2,0,0,0.0,3.453952203743361,0,2,0,2,2,2,2,1,0.3146757527988817,0
17,0,0,0.0,4.715892189702101,0,2,0,2,2,2,2,2,0.3452724377362141,0
9,1,1,4.157701071074853,12.284943016749596,1,3,0,2,2,2,2,2,0.4280625542294822,0
6,0,0,0.0,0.6623511295958202,0,3,0,3,2,2,2,2,0.2504285559162842,0
16,0,0,0.0,29.49628010283413,0,4,0,3,3,2,2,2,0.15982490819102504,0
13,0,0,0.0,9.543755140082801,0,4,0,4,3,3,2,2,0.10546083777610152,0
23,0,0,0.0,9.960599450829298,1,4,0,4,4,3,3,2,0.05568329279832407,0
2,0,0,0.0,5.92943254298273,0,3,0,4,4,4,3,3,0.17321338321341628,0
11,1,1,5.446097648878419,3.5739072657290736,0,4,0,3,4,4,4,3,0.17684608001577984,0
12,0,0,0.0,6.780548481678817,0,4,0,4,3,4,4,4,0.046372600228222344,0
1,0,0,0.0,36.696868733638496,0,4,0,4,4,3,4,4,0.11421433922649031,0
2,0,0,0.0,1.4845617652345853,0,4,0,4,4,4,3,4,0.0010652584481263966,0
4,0,0,0.0,0.9397619859823,1,3,0,4,4,4,4,3,0.1420720232995343,0
10,0,0,0.0,1.8232193213705525,0,3,0,3,4,4,4,4,0.1472102672279748,0
7,1,1,4.67104592992904,22.507241586743184,1,3,0,3,3,4,4,4,0.3857390788907573,0
22,0,0,0.0,0.7444167922194991,1,3,0,3,3,3,4,4,0.16777261144631542,0
22,1,1,4.78643393832609,6.078194943208892,0,3,0,3,3,3,3,4,0.44163796389678434,0
11,0,0,0.0,8.297101679830812,0,2,0,3,3,3,3,3,0.32440764628417246,0
6,0,1,25.0,10.612072196269521,0,3,0,2,3,3,3,3,0.36410179300892953,0
14,1,1,4.0645033129077754,0.5,0,3,0,3,2,3,3,3,0.3643999263975107,0
23,0,0,0.0,10.005331304580022,0,4,0,3,3,2,3,3,0.010964637499656565,0
16,0,0,0.0,3.2522857308445903,0,4,0,4,3,3,2,3,0.14118983393918744,0
3,0,0,0.0,1.5450661172503126,0,4,0,4,4,3,3,2,0.03812334308301091,0
21,0,0,0.0,11.430909943112756,1,4,0,4,4,4,3,3,0.15646964245928968,0
12,1,1,4.28854329064475,20.44741205482258,1,4,0,4,4,4,4,3,0.27773398037934627,0
17,1,1,4.247584954810915,40.942832737183394,0,4,0,4,4,4,4,4,0.1825838326238232,0
0,0,0,0.0,36.56911569230909,0,4,0,4,4,4,4,4,0.0655285311075574,0
15,0,0,0.0,7.637320963278065,0,4,0,4,4,4,4,4,0.012837477220341974,0
12,0,0,0.0,18.263864220108424,0,4,0,4,4,4,4,4,0.12960519308905358,0
9,1,1,3.968050024327508,17.842186153529983,0,4,0,4,4,4,4,4,0.368863191265383,0
11,1,1,5.6808805748478814,7.968120633803618,1,4,0,4,4,4,4,4,0.16499239892198644,0
1,0,0,0.0,1.5506107365849462,0,4,0,4,4,4,4,4,0.005608135797721139,0
22,0,0,0.0,7.219218714820675,0,4,0,4,4,4,4,4,0.09795335053059387,0
2,0,0,0.0,73.11120820743292,0,3,0,4,4,4,4,4,0.17935448942184337,0
9,0,0,0.0,12.146383995969934,0,2,0,3,4,4,4,4,0.208565104179216,0
1,0,0,0.0,6.264378798175536,0,2,0,2,3,4,4,4,0.26355522179604746,0
22,1,1,6.169853498608193,20.427818523710858,0,2,0,2,2,3,4,4,0.48370828441030866,0
12,0,0,0.0,17.391005788096205,0,2,0,2,2,2,3,4,0.30284577193279005,0
12,0,0,0.0,12.969709349926347,0,2,0,2,2,2,2,3,0.31375915586455816,0
17,1,1,4.423608862302291,15.218173593513104,0,2,0,2,2,2,2,2,0.4468124243105534,0
2,0,0,0.0,13.18990733652507,0,1,1,2,2,2,2,2,0.5351743382632298,0
6,1,1,4.612074531657839,46.948225897969444,0,2,0,1,2,2,2,2,0.554880583509594,0
13,0,0,0.0,10.67375944674298,0,2,0,2,1,2,2,2,0.4455962411039864,0
19,0,0,0.0,13.38095803683209,0,3,0,2,2,1,2,2,0.22768706382606163,0
16,0,1,25.0,9.570085512866717,0,2,0,3,2,2,1,2,0.4631433233532122,0
20,1,1,3.69274639437724,13.75269734875817,0,1,1,2,3,2,2,1,0.790486184504989,1
11,0,0,0.0,33.22230972039343,1,1,1,1,2,3,2,2,0.39592954347039966,0
15,0,0,0.0,6.22715467865734,0,1,1,1,1,2,3,2,0.514323925640165,0
23,0,0,0.0,10.27479464285571,0,2,0,1,1,1,2,3,0.33021800826914816,0
11,0,0,0.0,8.929719736840603,0,2,0,2,1,1,1,2,0.40295436210565794,0
14,0,0,0.0,7.611901443019226,0,1,1,2,2,1,1,1,0.4804893294399943,0
